;number_row;MinTemp;MaxTemp;Rainfall;Evaporation;Sunshine;WindGustSpeed;Humidity9am;Humidity3pm;Pressure9am;Pressure3pm;RainToday;year;month;day;week;E;ENE;ESE;N;NE;NNE;NNW;NW;S;SE;SSE;SSW;SW;W;WNW;WSW;Location_Albury;Location_BadgerysCreek;Location_Canberra;Location_Cobar;Location_CoffsHarbour;Location_Moree;Location_MountGinini;Location_Newcastle;Location_NorahHead;Location_NorfolkIsland;Location_Penrith;Location_Sydney;Location_SydneyAirport;Location_Tuggeranong;Location_WaggaWagga;Location_Williamtown;Location_Wollongong;Region_New South Wales;Radar_Brisbane;Radar_Hobart;Radar_SydneyAirport;Radar_isole;RainTomorrow
594;15371;-1.0112087622248627;-0.4651963283688152;-0.28777013770805054;-0.16411603187259027;0.6406804555179826;-0.4941752742494534;-0.6276022683633816;-0.48696230043631705;1.5282765084472294;1.6488853666818386;0;2011;5;15;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
595;17124;-0.0030608619238968377;0.13978055009214815;-0.26644585225112594;-1.1506004974571014;0.4041695430239788;-0.21499893362123085;1.528112163947909;-0.6791074555159038;0.8842577977637393;0.5249060861226095;0;2016;7;18;29;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
596;39867;1.2997764246188896;-0.03728585335984148;-0.28777013770805054;2.3568998246211605;-0.9886169416629325;0.5527360031063812;0.2800669662940039;2.0109247155983105;-0.5355107235158237;0.4213816787026909;0;2015;12;21;52;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1
597;46724;-1.5695675993146285;-2.575237636171687;-0.28777013770805054;-1.0957958049246286;-0.7258270388918172;0.06417740700699172;1.5848414911139956;2.1550335819080004;0.4012437647510967;0.18475446174285048;0;2010;5;28;21;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
598;5883;0.6328478136505588;-0.5242184628528114;2.484386971692142;0.32912620091966527;-1.9346605916389474;0.9715005140487151;0.6204429292905235;1.9148521380585173;-0.5940578790325198;-0.39202437959674885;1;2009;2;14;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
599;4272;-0.5614196990136625;0.9218238320051001;-0.28777013770805054;-0.054506646807644485;0.8509123777348746;-0.6337634445635647;-0.34395563253294864;-0.9192888993653872;-0.052496690503197836;-0.6730191997365688;0;2012;11;21;47;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
600;35168;1.470386069285207;0.5086688906171257;-0.28777013770805054;0.05510273825730105;-1.2514068444340478;-0.07541076330711956;0.5069842749583503;1.1462715177401703;-0.8867936566159335;-0.5990731944366198;0;2009;2;21;8;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
601;14382;1.3618162954066417;2.0284888535800327;-0.28777013770805054;1.151196588906758;0.48300651385531307;-0.21499893362123085;-1.251624867190334;-1.3996517870643541;-0.6818786123075306;-0.9835924219963414;0;2017;1;9;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
602;33556;0.9895770706801309;1.4972896432240648;1.1622812733628194;0.0002980457248284024;1.0348653096746556;-0.07541076330711956;-0.34395563253294864;-0.631071166746007;-0.6086946679116771;-0.7173868029165315;1;2012;11;28;48;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
603;3052;0.8654973291046278;0.03649181474515403;3.124115535399879;-0.10931133934011737;-1.3302438152653824;0.6923241734204925;1.528112163947909;1.194307806510067;0.5183380757844555;0.8206901073224058;1;2009;4;1;14;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
604;10077;-1.212838342285056;-0.8635957361357909;-0.28777013770805054;-0.8217723422622644;0.666959445795094;-0.7035575297206204;-0.9112489041938145;-0.342853434126627;1.425818986293028;1.6193069645618523;0;2012;7;16;29;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
605;26892;1.2222265861341999;0.5676910251011219;0.5225527096550826;0.2743215083871926;-0.6732690583375941;-0.4941752742494534;1.0175482194531296;0.6659086300412034;-0.6965154011867046;-0.4216027817167352;1;2011;1;7;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
606;29475;0.493258104378117;0.6562242268271167;-0.28777013770805054;0.21951681585471972;1.3764921832771053;-0.07541076330711956;-0.854519577027728;-0.24678085658683363;-0.31595889032826346;-0.7321760039765247;0;2009;11;14;46;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
607;11833;0.6483577813474964;0.9218238320051001;-0.28777013770805054;1.0963918963742851;0.9560283388433208;0.6923241734204925;-1.8756474660172866;-1.6398332309138375;-1.0917087009243196;-1.042749226236314;0;2009;3;16;12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
608;4739;-0.11163063580246228;0.06600288198715265;-0.2451215667942014;-0.93138172732721;0.24649560136130969;-0.8431457000347317;0.67717225645661;0.08947316480244318;0.5768852313011349;0.8650577105023852;0;2014;5;11;19;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
609;45356;-0.3287701835595935;0.25782481906014054;-0.28777013770805054;0.32912620091966527;0.4041695430239788;1.1110886843628263;-0.28722630536686206;-0.3908897228965237;-1.5600859450577715;-1.8561552845357538;0;2014;10;27;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
610;15343;1.1601867153464485;0.8628016975211039;-0.28777013770805054;-0.6025535721323729;0.6406804555179826;-0.21499893362123085;1.1310068737853027;0.7139449188111001;0.37197018699274864;0.4805384829426468;0;2011;3;12;10;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
611;41309;-2.903424821251291;-1.0259066059667812;-0.28777013770805054;-1.0957958049246286;-0.12141026251825185;-0.21499893362123085;0.9040895651209564;-1.0633977656750773;1.1623567864679623;0.909425313682348;0;2011;7;30;30;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
612;27977;1.1912066507403243;0.3316024871651361;-0.22379728133727683;-0.7121629571973187;-1.9346605916389474;-0.21499893362123085;1.0742775466192163;0.9060900738906869;0.6061588090594829;0.7911117052024362;0;2014;3;26;13;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
613;31003;0.6483577813474964;-0.4504407947478159;-0.28777013770805054;-0.4381394945349545;0.877191368011986;0.9715005140487151;-0.4006849596990352;-0.10267199027714356;-0.2720485236907581;-0.12581876051693897;0;2014;4;19;16;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
614;3671;1.1912066507403243;0.8185350966581065;0.18136414234428977;-0.10931133934011737;-0.9360589611087095;-0.8431457000347317;1.0175482194531296;0.6178723412713067;-0.4037796236032909;-0.2145539668768812;1;2011;2;18;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
615;21683;0.3536683951056758;-0.3471520594008223;-0.28777013770805054;0.0002980457248284024;1.11370228050599;-0.21499893362123085;0.0531496576296575;0.7619812075809967;0.6500691756969883;0.702376498842494;0;2012;10;11;41;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
616;42367;-1.5385476639207527;-1.3357728120077623;-0.26644585225112594;-0.3285301094700087;0.08882165969864035;1.3204709398339933;-0.6843315955294682;-0.43892601166642037;-0.14031742377822526;-0.11102955945694579;0;2014;9;3;36;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
617;28295;1.2997764246188896;0.6709797604481155;0.18136414234428977;-0.10931133934011737;-0.17396824307247494;-0.07541076330711956;0.67717225645661;0.08947316480244318;0.6939795423345103;0.5988520914225586;1;2015;2;14;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
618;32845;-0.7785592467707937;0.5086688906171257;-0.28777013770805054;0.32912620091966527;1.5867241054939976;-0.35458710393534215;-0.6276022683633816;-1.4957243646041474;-0.35986925696578553;-0.40681358065674206;0;2010;11;18;46;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
619;9707;-1.7401772439809458;-0.7603070007887972;-0.28777013770805054;-1.0409911123921556;0.5618434846866479;-1.4014983812911768;-0.570872941197295;-0.2948171453567303;-0.15495421265739928;-0.46597038489669795;0;2011;7;10;27;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
620;44569;-1.5695675993146285;-1.453817080975755;-0.2451215667942014;-1.2602098825220471;0.6144014652408707;0.5527360031063812;0.3367962934600905;0.18554574234223656;0.12314477604685703;0.3030680702227623;0;2012;6;17;24;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
621;13345;-1.941806824041139;-0.6717737990628024;-0.28777013770805054;-0.3833348020024816;0.7720754069035403;0.8319123437346038;-0.6276022683633816;-1.3516154982944573;0.1377815649260144;-0.022294353097003537;0;2013;8;22;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
622;33198;-0.5148897959228489;0.11026948285014954;-0.28777013770805054;0.7675637411794479;1.4290501638313287;0.06417740700699172;-1.421812848688594;-1.0633977656750773;0.03532404277182959;-0.24413236899685073;0;2011;12;6;49;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
623;36889;-0.7630492790738558;-0.6275071981998055;-0.28777013770805054;-0.6025535721323729;0.08882165969864035;-0.7035575297206204;-0.9679782313599012;-0.19874456781693695;-0.12568063489905126;-0.24413236899685073;0;2015;8;31;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
624;47201;-0.34428015125653133;-0.15533012232783386;-0.26644585225112594;0.05510273825730105;1.5078871346626628;-0.7035575297206204;0.3367962934600905;-0.19874456781693695;-0.03785990162402382;-0.09624035839695261;0;2012;1;1;52;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
625;5882;0.7414175875291242;0.09551394922915075;-0.22379728133727683;0.7127590486469753;-1.3302438152653824;1.5996472804622157;-0.23049697820077547;-0.006599412737350194;-0.6672418234283732;-0.5399163901966471;0;2009;2;13;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
626;47905;-1.1507984714973043;-2.2358603628887073;-0.11717585405265406;0.10990743078977394;-0.4104791555664788;2.6465585578180506;1.5848414911139956;1.7707432717488272;-1.8967320892787072;-1.6786848718158693;1;2014;3;16;11;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1
627;17029;0.6173378459536206;0.16929161733414627;1.0556598460781965;-0.5477488795999002;-1.3039648249882707;0.06417740700699172;-0.17376765103468889;0.23358203111213324;1.7624651305139802;1.7080421709218114;1;2016;4;14;15;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
628;21830;0.9585571352862552;-0.22910779043282936;-0.26644585225112594;0.38393089345213816;-0.3842001652893671;1.3204709398339933;0.7339015836226966;-0.48696230043631705;-1.1648926453201731;-0.9688032209363651;0;2013;5;5;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0
629;25276;1.1601867153464485;1.408756441498071;1.0130112751643474;-0.3833348020024816;0.4041695430239788;0.27355966247815866;0.7339015836226966;-1.4957243646041474;-1.5454491561786141;-0.6286515965565893;1;2014;12;26;52;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
630;33349;-1.8022171147686974;-0.9521289378617857;-0.28777013770805054;-0.9861864198596829;0.5881224749637592;-0.6337634445635647;0.960818892287043;-0.342853434126627;0.34269660923441725;0.15517605962286413;0;2012;5;5;18;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
631;17906;0.08999894425773074;-0.2881299249168261;-0.28777013770805054;-0.2737254169375358;0.08882165969864035;0.06417740700699172;-0.17376765103468889;0.6178723412713067;0.26951266483856384;0.36222487446271817;0;2010;5;16;19;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0
632;10792;-0.73202934367998;-0.258618857674828;-0.28777013770805054;0.9867825113093395;1.0348653096746556;-0.9827338703488429;-1.9323767931833733;-0.7751800330556972;0.16705514268436242;-0.09624035839695261;0;2014;9;18;38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
633;3008;0.6483577813474964;0.34635802078613537;2.2071712607521228;-0.16411603187259027;-0.2528052139038095;0.5527360031063812;0.45025494779226366;0.13750945357233987;-0.00858632386569244;0.33264647234274863;1;2009;2;16;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
634;45899;-0.0030608619238968377;-0.7750625344097966;-0.28777013770805054;0.7127590486469753;0.7457964166264284;-0.07541076330711956;-0.854519577027728;-0.7271437442858004;-0.43305320136163894;0.022073250082959177;0;2016;5;4;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
635;8260;0.8344773937107516;2.2498218578950193;-0.28777013770805054;1.0963918963742851;-1.9346605916389474;0.6923241734204925;-0.6843315955294682;-2.2643049849224943;-0.9160672343742648;-1.442057654856029;0;2015;11;25;48;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
636;27404;-0.701009408286104;-0.8635957361357909;-0.28777013770805054;-0.4381394945349545;0.5881224749637592;0.8319123437346038;-0.7977902498616414;-0.8232163218255938;-0.3452324680866115;-0.05187275521698989;0;2012;7;2;27;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
637;9458;0.6483577813474964;-0.4651963283688152;13.359772554723666;-1.4246239601194655;-1.9346605916389474;1.4600591101481046;1.3011948552835626;1.8668158492886204;0.4158805536302707;0.33264647234274863;1;2010;10;4;40;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1
638;34493;-1.0267187299218006;-0.8340846688937927;-0.28777013770805054;-0.8217723422622644;-0.7258270388918172;-0.8431457000347317;-0.11703832386860227;0.56983605250141;0.8549842200053912;0.6580088956625144;0;2015;8;21;34;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
639;43078;-1.2593682453758697;-1.453817080975755;-0.15982442496650318;-0.054506646807644485;0.877191368011986;-0.07541076330711956;0.7906309107887832;0.3296546086519266;0.24023908708021582;0.3030680702227623;1;2016;8;21;33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
640;12493;1.4858960369821455;0.6267131595851181;-0.28777013770805054;0.7127590486469753;-1.4879177569280515;0.203765577321103;0.6204429292905235;1.3864529615896537;-1.7503642004870004;-1.5603712633359577;0;2011;1;5;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
641;47406;-1.8642569855564493;-2.324393564614702;-0.28777013770805054;-0.3833348020024816;0.6144014652408707;0.6923241734204925;-3.520797953833798;-0.15070827904704026;0.8257106422470432;0.569273689302589;0;2012;8;28;35;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
642;11493;0.9585571352862552;0.36111355440713466;-0.28777013770805054;0.10990743078977394;-1.6718706888678323;0.6923241734204925;-1.1948955400242476;1.0021626514304802;-1.7650009893661744;-1.9892580940756588;0;2016;10;3;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
643;43782;0.7259076198321861;0.021736281124155245;5.46978693566158;-0.93138172732721;-1.566754727759386;0.203765577321103;1.6983001454461688;1.482525539129447;-1.7796377782453319;-1.7526308771158186;1;2010;2;14;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1
644;26835;0.8034574583168758;0.13978055009214815;0.309309855085837;1.5896341291665406;-0.0951312722411404;-0.21499893362123085;0.5637136021244369;0.04143687603254649;0.97207853103875;1.2347877370021305;1;2010;11;9;45;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
645;34308;1.5944658108607108;1.1284013026990878;-0.28777013770805054;1.3704153590366495;-0.8572219902773749;0.27355966247815866;-0.6843315955294682;-0.5349985892062137;-0.5794210901533458;-0.28849997217683027;0;2015;2;17;8;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0
646;37482;-0.20469044198409014;-0.4504407947478159;0.1600398568873652;-1.1506004974571014;-0.2528052139038095;-1.1223220406629542;1.6983001454461688;0.8100174963508935;1.337998253018017;1.264366139122117;1;2017;6;15;24;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
647;27580;1.4858960369821455;0.9660904328680975;-0.28777013770805054;-0.21892072440506316;1.4290501638313287;0.27355966247815866;-0.06030899670251568;0.5217997637315134;-0.798972923340906;-0.7913328082164806;0;2013;1;25;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0
648;6129;0.291628524317924;1.4677785759820672;-0.28777013770805054;0.6031496635820295;1.4027711735542165;-0.07541076330711956;-3.123692663671192;-2.024123541073011;0.6207955979386569;0.4361708797626672;0;2009;10;20;43;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
649;10608;0.8965172644985037;0.6267131595851181;-0.28777013770805054;0.32912620091966527;0.7720754069035403;-0.7035575297206204;0.45025494779226366;-0.006599412737350194;0.5183380757844555;0.7171656999024871;0;2014;3;8;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
650;36806;-0.42182998974122105;0.6857352940691148;-0.28777013770805054;-0.6573582646648458;0.7457964166264284;-0.07541076330711956;0.3367962934600905;-0.43892601166642037;1.030625686555446;0.8798469115623616;0;2015;4;15;16;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0
651;18631;-0.4993798282259107;-1.0701732068297782;0.5438769951120073;-0.8217723422622644;-1.7507076596991669;-0.4941752742494534;0.9040895651209564;0.9541263626605835;1.9673801748223498;2.062982996361547;1;2012;7;7;27;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0
652;15186;0.058979008863854966;-0.5094629292318126;-0.28777013770805054;0.49354027851708393;0.509285504132425;1.3204709398339933;-1.6487301573529403;0.3296546086519266;-0.18422779041573065;0.3030680702227623;0;2010;9;29;39;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
653;15863;0.4467282012873034;-0.15533012232783386;-0.28777013770805054;1.6444388216990136;1.1399812707831014;0.8319123437346038;-1.9323767931833733;0.42572718619171995;-0.2574117348115841;0.11080845644290142;0;2012;10;17;42;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
654;30902;0.7569275552260618;-0.022530319738842165;-0.26644585225112594;0.6031496635820295;-1.8295446305305014;0.27355966247815866;0.2800669662940039;0.6659086300412034;0.8110738533678692;0.9981605200422903;0;2014;1;8;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
655;14500;-0.42182998974122105;0.36111355440713466;-0.28777013770805054;-0.3833348020024816;0.6932384360722055;0.06417740700699172;-0.5141436140312085;-1.111434054444974;1.0452624754346034;0.9390037158023343;0;2017;5;7;18;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
656;11970;-1.6005875347085046;-0.6717737990628024;-0.28777013770805054;-0.5477488795999002;0.6144014652408707;-0.4941752742494534;-0.4006849596990352;-0.9673251881352839;0.9867153199179074;1.0129497211022833;0;2009;7;31;31;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
657;24412;-0.2822402804687798;-1.2915062111447648;0.9703627042504984;-0.7669676497297915;-0.620711077783371;-0.35458710393534215;0.7339015836226966;1.0021626514304802;-0.31595889032826346;0.28827886916276907;1;2012;6;6;23;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0
658;17062;0.19856871813629645;0.5676910251011219;-0.28777013770805054;-0.16411603187259027;0.4041695430239788;-0.35458710393534215;-0.6276022683633816;-1.5917969421439409;-0.2281381570532527;-0.2589215700568439;0;2016;5;17;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
659;18971;-0.0961206681055244;-0.2733743912958268;-0.28777013770805054;-0.3285301094700087;0.877191368011986;-0.21499893362123085;-1.1948955400242476;-0.7271437442858004;-0.5501475123949977;-1.0723276283562837;0;2013;8;14;33;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0
660;10440;0.6018278782566827;0.11026948285014954;-0.28777013770805054;-0.3833348020024816;0.5355644944095365;-0.07541076330711956;-1.1381662128581609;0.18554574234223656;-0.16959100153655665;-0.09624035839695261;0;2013;9;15;37;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
661;48127;-1.5385476639207527;-0.9078623369987883;-0.28777013770805054;0.49354027851708393;1.061144299951767;1.5996472804622157;-0.570872941197295;-0.5830348779761104;-0.15495421265739928;-0.022294353097003537;0;2014;10;29;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
662;29932;1.2067166184372624;0.16929161733414627;-0.28777013770805054;-0.3833348020024816;-1.9083816013618362;0.4131478327922699;-0.6843315955294682;0.04143687603254649;0.8110738533678692;1.1608417317021815;0;2011;2;14;7;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
663;1191;-1.6005875347085046;-0.7750625344097966;-0.28777013770805054;-0.6573582646648458;-1.3565228055424938;-1.750468807076455;1.244465528117476;0.13750945357233987;2.2601159524057635;2.373556218621353;0;2012;5;29;22;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
664;38270;-0.2977502481657177;-0.5242184628528114;-0.28777013770805054;-0.7121629571973187;0.509285504132425;-1.1223220406629542;-0.28722630536686206;0.6178723412713067;2.0698376969765513;2.0334045942415604;0;2011;5;18;20;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0
665;30256;0.7259076198321861;-0.2143522568118306;3.998411239133786;-1.0957958049246286;-1.9346605916389474;0.27355966247815866;1.528112163947909;1.7227069829789305;-1.662543467211973;-1.6195280675759134;1;2012;2;3;5;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1
